PRISM Time Series Data,,,,,,
Locations: 292,,,,,,
"Climate variables: ppt,tmean",,,,,,
V10,-72.3327,43.9689,1394,February,2.64,18.4
V10,-72.3327,43.9689,1394,March,3.12,27
V10,-72.3327,43.9689,1394,April,3.64,40.2
V10,-72.3327,43.9689,1394,May,3.77,52.6
V10,-72.3327,43.9689,1394,June,4.78,61.2
V10,-72.3327,43.9689,1394,July,4.92,65.7
V10,-72.3327,43.9689,1394,August,4.33,64.1
V10,-72.3327,43.9689,1394,September,3.61,56.9
V10,-72.3327,43.9689,1394,October,4.74,45.2
V10,-72.3327,43.9689,1394,November,3.54,33.9
V10,-72.3327,43.9689,1394,December,3.98,22.9
V10,-72.3327,43.9689,1394,Annual,46.31,42
,,,,,,
V11,-72.3322,43.9684,1395,January,3.23,16.2
V11,-72.3322,43.9684,1395,February,2.64,18.4
V11,-72.3322,43.9684,1395,March,3.12,27
V11,-72.3322,43.9684,1395,April,3.64,40.2
V11,-72.3322,43.9684,1395,May,3.77,52.6
V11,-72.3322,43.9684,1395,June,4.78,61.2
V11,-72.3322,43.9684,1395,July,4.92,65.7
V11,-72.3322,43.9684,1395,August,4.34,64.1
V11,-72.3322,43.9684,1395,September,3.61,56.9
V11,-72.3322,43.9684,1395,October,4.75,45.2
V11,-72.3322,43.9684,1395,November,3.54,33.9
V11,-72.3322,43.9684,1395,December,3.99,22.9
V11,-72.3322,43.9684,1395,Annual,46.33,42
,,,,,,
V12,-72.3321,43.969,1393,January,3.23,16.2
V12,-72.3321,43.969,1393,February,2.64,18.4
V12,-72.3321,43.969,1393,March,3.12,27
V12,-72.3321,43.969,1393,April,3.64,40.2
V12,-72.3321,43.969,1393,May,3.77,52.6
V12,-72.3321,43.969,1393,June,4.78,61.2
V12,-72.3321,43.969,1393,July,4.92,65.7
V12,-72.3321,43.969,1393,August,4.33,64.1
V12,-72.3321,43.969,1393,September,3.61,56.9
V12,-72.3321,43.969,1393,October,4.74,45.2
V12,-72.3321,43.969,1393,November,3.54,33.9
V12,-72.3321,43.969,1393,December,3.98,22.9
V12,-72.3321,43.969,1393,Annual,46.29,42
,,,,,,
V2,-72.3335,43.9682,1414,January,3.24,16.2
V2,-72.3335,43.9682,1414,February,2.64,18.4
V2,-72.3335,43.9682,1414,March,3.12,26.9
V2,-72.3335,43.9682,1414,April,3.64,40.1
V2,-72.3335,43.9682,1414,May,3.77,52.6
V2,-72.3335,43.9682,1414,June,4.79,61.2
V2,-72.3335,43.9682,1414,July,4.93,65.6
V2,-72.3335,43.9682,1414,August,4.34,64
V2,-72.3335,43.9682,1414,September,3.62,56.8
V2,-72.3335,43.9682,1414,October,4.75,45.1
V2,-72.3335,43.9682,1414,November,3.55,33.8
V2,-72.3335,43.9682,1414,December,3.99,22.9
V2,-72.3335,43.9682,1414,Annual,46.37,42
,,,,,,
V3,-72.3331,43.9683,1397,January,3.24,16.2
V3,-72.3331,43.9683,1397,February,2.64,18.4
V3,-72.3331,43.9683,1397,March,3.12,27
V3,-72.3331,43.9683,1397,April,3.64,40.2
V3,-72.3331,43.9683,1397,May,3.77,52.6
V3,-72.3331,43.9683,1397,June,4.78,61.2
V3,-72.3331,43.9683,1397,July,4.92,65.7
V3,-72.3331,43.9683,1397,August,4.34,64.1
V3,-72.3331,43.9683,1397,September,3.61,56.9
V3,-72.3331,43.9683,1397,October,4.75,45.2
V3,-72.3331,43.9683,1397,November,3.55,33.9
V3,-72.3331,43.9683,1397,December,3.99,22.9
V3,-72.3331,43.9683,1397,Annual,46.34,42
,,,,,,
V4,-72.3332,43.9685,1396,January,3.24,16.2
V4,-72.3332,43.9685,1396,February,2.64,18.4
V4,-72.3332,43.9685,1396,March,3.12,27
V4,-72.3332,43.9685,1396,April,3.64,40.2
V4,-72.3332,43.9685,1396,May,3.77,52.6
V4,-72.3332,43.9685,1396,June,4.78,61.2
V4,-72.3332,43.9685,1396,July,4.92,65.7
V4,-72.3332,43.9685,1396,August,4.34,64.1
V4,-72.3332,43.9685,1396,September,3.61,56.9
V4,-72.3332,43.9685,1396,October,4.75,45.2
V4,-72.3332,43.9685,1396,November,3.54,33.9
V4,-72.3332,43.9685,1396,December,3.99,22.9
V4,-72.3332,43.9685,1396,Annual,46.34,42
,,,,,,
V5,-72.3338,43.967,1402,January,3.24,16.2
V5,-72.3338,43.967,1402,February,2.64,18.4
V5,-72.3338,43.967,1402,March,3.12,27
V5,-72.3338,43.967,1402,April,3.64,40.2
V5,-72.3338,43.967,1402,May,3.77,52.6
V5,-72.3338,43.967,1402,June,4.79,61.2
V5,-72.3338,43.967,1402,July,4.93,65.7
V5,-72.3338,43.967,1402,August,4.34,64.1
V5,-72.3338,43.967,1402,September,3.62,56.9
V5,-72.3338,43.967,1402,October,4.75,45.2
V5,-72.3338,43.967,1402,November,3.55,33.9
V5,-72.3338,43.967,1402,December,3.99,22.9
V5,-72.3338,43.967,1402,Annual,46.38,42
,,,,,,
V6,-72.3334,43.9677,1407,January,3.24,16.2
V6,-72.3334,43.9677,1407,February,2.64,18.4
V6,-72.3334,43.9677,1407,March,3.12,26.9
V6,-72.3334,43.9677,1407,April,3.64,40.1
V6,-72.3334,43.9677,1407,May,3.77,52.6
V6,-72.3334,43.9677,1407,June,4.79,61.2
V6,-72.3334,43.9677,1407,July,4.93,65.7
V6,-72.3334,43.9677,1407,August,4.34,64.1
V6,-72.3334,43.9677,1407,September,3.62,56.9
V6,-72.3334,43.9677,1407,October,4.75,45.2
V6,-72.3334,43.9677,1407,November,3.55,33.9
V6,-72.3334,43.9677,1407,December,3.99,22.9
V6,-72.3334,43.9677,1407,Annual,46.38,42
,,,,,,
V7,-72.3326,43.9679,1398,January,3.24,16.2
V7,-72.3326,43.9679,1398,February,2.64,18.4
V7,-72.3326,43.9679,1398,March,3.12,27
V7,-72.3326,43.9679,1398,April,3.64,40.2
V7,-72.3326,43.9679,1398,May,3.77,52.6
V7,-72.3326,43.9679,1398,June,4.79,61.2
V7,-72.3326,43.9679,1398,July,4.92,65.7
V7,-72.3326,43.9679,1398,August,4.34,64.1
V7,-72.3326,43.9679,1398,September,3.61,56.9
V7,-72.3326,43.9679,1398,October,4.75,45.2
V7,-72.3326,43.9679,1398,November,3.55,33.9
V7,-72.3326,43.9679,1398,December,3.99,22.9
V7,-72.3326,43.9679,1398,Annual,46.36,42
,,,,,,
V8,-72.332,43.9678,1396,January,3.24,16.2
V8,-72.332,43.9678,1396,February,2.64,18.4
V8,-72.332,43.9678,1396,March,3.12,27
V8,-72.332,43.9678,1396,April,3.64,40.2
V8,-72.332,43.9678,1396,May,3.77,52.6
V8,-72.332,43.9678,1396,June,4.79,61.2
V8,-72.332,43.9678,1396,July,4.92,65.7
V8,-72.332,43.9678,1396,August,4.34,64.1
V8,-72.332,43.9678,1396,September,3.61,56.9
V8,-72.332,43.9678,1396,October,4.75,45.2
V8,-72.332,43.9678,1396,November,3.55,33.9
V8,-72.332,43.9678,1396,December,3.99,22.9
V8,-72.332,43.9678,1396,Annual,46.35,42
,,,,,,
V9,-72.3316,43.9691,1391,January,3.23,16.2
V9,-72.3316,43.9691,1391,February,2.64,18.4
V9,-72.3316,43.9691,1391,March,3.12,27
V9,-72.3316,43.9691,1391,April,3.63,40.2
V9,-72.3316,43.9691,1391,May,3.77,52.6
V9,-72.3316,43.9691,1391,June,4.78,61.2
V9,-72.3316,43.9691,1391,July,4.91,65.7
V9,-72.3316,43.9691,1391,August,4.33,64.1
V9,-72.3316,43.9691,1391,September,3.61,56.9
V9,-72.3316,43.9691,1391,October,4.74,45.2
V9,-72.3316,43.9691,1391,November,3.54,33.9
V9,-72.3316,43.9691,1391,December,3.98,22.9
V9,-72.3316,43.9691,1391,Annual,46.28,42
,,,,,,
W1,-72.6875,43.9265,878,January,3.14,17.9
W1,-72.6875,43.9265,878,February,2.75,19.7
W1,-72.6875,43.9265,878,March,3.49,28.5
W1,-72.6875,43.9265,878,April,3.57,41.8
W1,-72.6875,43.9265,878,May,3.59,54.2
W1,-72.6875,43.9265,878,June,4.7,62.9
W1,-72.6875,43.9265,878,July,4.65,67.7
W1,-72.6875,43.9265,878,August,4.18,66.1
W1,-72.6875,43.9265,878,September,3.65,58.9
W1,-72.6875,43.9265,878,October,4.38,46.8
W1,-72.6875,43.9265,878,November,3.34,35.6
W1,-72.6875,43.9265,878,December,3.91,24.7
W1,-72.6875,43.9265,878,Annual,45.35,43.7
,,,,,,
W2,-72.688,43.9265,896,January,3.14,17.9
W2,-72.688,43.9265,896,February,2.75,19.7
W2,-72.688,43.9265,896,March,3.49,28.4
W2,-72.688,43.9265,896,April,3.57,41.7
W2,-72.688,43.9265,896,May,3.6,54.2
W2,-72.688,43.9265,896,June,4.71,62.8
W2,-72.688,43.9265,896,July,4.65,67.6
W2,-72.688,43.9265,896,August,4.18,66
W2,-72.688,43.9265,896,September,3.65,58.8
W2,-72.688,43.9265,896,October,4.39,46.8
W2,-72.688,43.9265,896,November,3.34,35.5
W2,-72.688,43.9265,896,December,3.91,24.6
W2,-72.688,43.9265,896,Annual,45.39,43.7
,,,,,,
W3,-72.6888,43.9265,923,January,3.14,17.8
W3,-72.6888,43.9265,923,February,2.75,19.7
W3,-72.6888,43.9265,923,March,3.49,28.4
W3,-72.6888,43.9265,923,April,3.58,41.7
W3,-72.6888,43.9265,923,May,3.61,54.1
W3,-72.6888,43.9265,923,June,4.72,62.8
W3,-72.6888,43.9265,923,July,4.66,67.5
W3,-72.6888,43.9265,923,August,4.19,65.9
W3,-72.6888,43.9265,923,September,3.66,58.7
W3,-72.6888,43.9265,923,October,4.41,46.7
W3,-72.6888,43.9265,923,November,3.35,35.5
W3,-72.6888,43.9265,923,December,3.92,24.6
W3,-72.6888,43.9265,923,Annual,45.45,43.6
,,,,,,
W4,-72.6891,43.9267,928,January,3.14,17.8
W4,-72.6891,43.9267,928,February,2.75,19.7
W4,-72.6891,43.9267,928,March,3.49,28.4
W4,-72.6891,43.9267,928,April,3.58,41.7
W4,-72.6891,43.9267,928,May,3.61,54.1
W4,-72.6891,43.9267,928,June,4.72,62.7
W4,-72.6891,43.9267,928,July,4.66,67.5
W4,-72.6891,43.9267,928,August,4.19,65.9
W4,-72.6891,43.9267,928,September,3.66,58.7
W4,-72.6891,43.9267,928,October,4.41,46.7
W4,-72.6891,43.9267,928,November,3.35,35.5
W4,-72.6891,43.9267,928,December,3.92,24.6
W4,-72.6891,43.9267,928,Annual,45.47,43.6
